name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3,genre_drama,genre_action,genre_romance,genre_comedy,genre_crime,genre_thriller,genre_family,genre_musical,genre_adventure,genre_mystery,genre_horror,genre_fantasy,director_top,runtime
Swayamvar,,161 min,"Comedy, Drama, Romance",7.4,85.0,P. Sambasiva Rao,Shashi Kapoor,Sanjeev Kumar,Moushumi Chatterjee,1,0,1,1,0,0,0,0,0,0,0,0,other,
Sweekar,,,Drama,6.9,14.0,Sudhendu Roy,Mahendra Sandhu,Hansa Maker,Kishore Kapoor,1,0,0,0,0,0,0,0,0,0,0,0,other,
Sweekar Kiya Maine,,170 min,"Comedy, Drama",6.1,22.0,Zaheer D. Lari,Vinod Mehra,Shabana Azmi,Prema Narayan,1,0,0,1,0,0,0,0,0,0,0,0,other,
Sweetiee Weds NRI,,116 min,"Comedy, Drama, Romance",3.4,244.0,Hasnain Hyderabadwala,Himansh Kohli,Zoya Afroz,Darshan Jariwala,1,0,1,1,0,0,0,0,0,0,0,0,other,
Switchh,,130 min,"Action, Thriller",4.2,11.0,Mustufa Raj,Armen Grayg,Hanif Hilal,Naren Kumar,0,1,0,0,0,1,0,0,0,0,0,0,other,
T for Taj Mahal,,104 min,Drama,8.7,93.0,Kireet Khurana,Subrat Dutta,Pitobash,Manoj Pahwa,1,0,0,0,0,0,0,0,0,0,0,0,other,
Ta Ra Rum Pum,,153 min,"Comedy, Drama, Family",5.6,,Siddharth Anand,Saif Ali Khan,Rani Mukerji,Javed Jaffrey,1,0,0,1,0,0,1,0,0,0,0,0,other,
Taal,,179 min,"Drama, Musical, Romance",6.7,,Subhash Ghai,Akshaye Khanna,Anil Kapoor,Aishwarya Rai Bachchan,1,0,1,0,0,0,0,1,0,0,0,0,Subhash Ghai,
Taanashah,,101 min,"Action, Drama",7.3,25.0,Ritam Srivastav,Dilip Arya,Indraneel Bhattacharya,Shashi Chaturvedi,1,1,0,0,0,0,0,0,0,0,0,0,other,
Taandav: Tune of Taandav,,,Musical,2.9,14.0,Atul Harishanker,,,,0,0,0,0,0,0,0,1,0,0,0,0,other,
Taaqat,,,"Action, Drama",5.9,7.0,Narendra Bedi,Vinod Khanna,Parveen Babi,Rakhee Gulzar,1,1,0,0,0,0,0,0,0,0,0,0,other,
Taaqat,,180 min,"Crime, Romance",4.8,90.0,Talat Jani,Dharmendra,Shatrughan Sinha,Kajol,0,0,1,0,1,0,0,0,0,0,0,0,other,
Taaqatwar,,,Action,5.5,98.0,David Dhawan,Sanjay Dutt,Govinda,Anita Raj,0,1,0,0,0,0,0,0,0,0,0,0,David Dhawan,
Taarzan: The Wonder Car,,163 min,"Action, Fantasy, Thriller",4.5,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vatsal Sheth,Ayesha Takia,0,1,0,0,0,1,0,0,0,0,0,1,Abbas Alibhai Burmawalla,
Tabaahi: The Destroyer,,133 min,Action,4.4,21.0,Gopi Sapru,Mithun Chakraborty,Divya Dutta,Neelu Hasan,0,1,0,0,0,0,0,0,0,0,0,0,other,
Table No. 21,,108 min,"Adventure, Drama, Thriller",7.2,,Aditya Datt,Paresh Rawal,Rajeev Khandelwal,Tina Desai,1,0,0,0,0,1,0,0,1,0,0,0,other,
Tada,,154 min,Action,4.7,24.0,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar,Arjun,0,1,0,0,0,0,0,0,0,0,0,0,other,
Tadap,,135 min,Drama,5.6,8.0,Sohanlal Kanwar,Sujata Mehta,Chunky Panday,Nana Patekar,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tadipaar,,134 min,"Action, Drama",4.7,142.0,Mahesh Bhatt,Mithun Chakraborty,Pooja Bhatt,Anupam Kher,1,1,0,0,0,0,0,0,0,0,0,0,Mahesh Bhatt,
Tahalka,,168 min,"Action, Adventure, Thriller",5.7,316.0,Anil Sharma,Dharmendra,Naseeruddin Shah,Mukesh Khanna,0,1,0,0,0,1,0,0,1,0,0,0,other,
Tahkhana,,117 min,"Action, Drama, Horror",5.4,169.0,Shyam Ramsay,Tulsi Ramsay,Rana Jung Bahadur,Hemant Birje,1,1,0,0,0,0,0,0,0,0,1,0,Shyam Ramsay,
Tahqiqaat,,139 min,"Crime, Mystery",5.3,26.0,A. Jagannathan,Mahesh Anand,Sulabha Arya,Laxmikant Berde,0,0,0,0,1,0,0,0,0,1,0,0,other,
Taish,,143 min,"Action, Thriller",7.5,,Bejoy Nambiar,Jim Sarbh,Harshvardhan Rane,Pulkit Samrat,0,1,0,0,0,1,0,0,0,0,0,0,other,
Taj,,138 min,"Drama, Music",6.6,8.0,Nandlal Jaswantlal,Vyjayanthimala,Pradeep Kumar,Bipin Gupta,1,0,0,0,0,0,0,0,0,0,0,0,other,
Taj Mahal: A Monument of Love,,235 min,"Drama, History, Romance",6.7,51.0,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla,1,0,1,0,0,0,0,0,0,0,0,0,other,
Taj Mahal: An Eternal Love Story,,164 min,"Drama, History, Musical",5.0,161.0,Akbar Khan,Zulfi Sayed,Sonya Jehan,Kabir Bedi,1,0,0,0,0,0,0,1,0,0,0,0,other,
Tajurba,,140 min,"Action, Adventure",5.7,12.0,Nikhil Saini,Raj Babbar,Smita Patil,Naseeruddin Shah,0,1,0,0,0,0,0,0,1,0,0,0,other,
Take It Easy,,,Drama,7.4,19.0,Sunil Prem Vyas,Sulabha Arya,Anang Desai,Yash Eshawari,1,0,0,0,0,0,0,0,0,0,0,0,other,
Taking the Horse to Eat Jalebis,,121 min,Drama,6.1,50.0,Anamika Haksar,Ravindra Sahu,Raghuvir Yadav,Gopalan,1,0,0,0,0,0,0,0,0,0,0,0,other,
Takkar,,143 min,"Action, Crime, Drama",4.6,195.0,Bharat Rangachary,Naseeruddin Shah,Sunil Shetty,Sonali Bendre,1,1,0,0,1,0,0,0,0,0,0,0,other,
Takkar,,157 min,Drama,5.4,36.0,K. Bapaiah,Sanjeev Kumar,Jeetendra,Zeenat Aman,1,0,0,0,0,0,0,0,0,0,0,0,K. Bapaiah,
Talaaq,,182 min,Drama,6.7,19.0,Mahesh Kaul,Rajendra Kumar,Kamini Kadam,Sajjan,1,0,0,0,0,0,0,0,0,0,0,0,other,
Talaash,,140 min,"Crime, Drama, Mystery",7.2,,Reema Kagti,Priyamvada Narayanan,Aamir Khan,Kareena Kapoor,1,0,0,0,1,0,0,0,0,1,0,0,other,
Talaash: The Hunt Begins...,,153 min,"Action, Drama, Mystery",4.7,,Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor,1,1,0,0,0,0,0,0,0,1,0,0,other,
Talaashi,,157 min,"Crime, Drama",4.3,34.0,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff,Juhi Chawla,1,0,0,0,1,0,0,0,0,0,0,0,Shyam Ramsay,
Talash,,175 min,"Romance, Thriller",6.6,155.0,O.P. Ralhan,Rajendra Kumar,Sharmila Tagore,O.P. Ralhan,0,0,1,0,0,1,0,0,0,0,0,0,other,
Talashe Haq,,,,6.8,11.0,Chimanlal Luhar,Jaddanbai,Nargis,Qamar Jahan,0,0,0,0,0,0,0,0,0,0,0,0,other,
Tales of Siva 1,,65 min,"Animation, Family, History",5.5,6.0,Renju Ramesh,Neenu Babu,Prosenjit Ganguly,Baiju Gopinath,0,0,0,0,0,0,1,0,0,0,0,0,other,
Tales of Siva 2,,66 min,Animation,6.3,6.0,Renju Ramesh,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Tallukh,,83 min,"Crime, Drama, Romance",5.4,56.0,Anurag Jha,Yash Krishnani,Anurag Jha,Harshita Awale,1,0,1,0,1,0,0,0,0,0,0,0,other,
Talvar,,132 min,"Crime, Drama, Mystery",8.2,,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi,1,0,0,0,1,0,0,0,0,1,0,0,other,
Tamacha,,165 min,"Action, Romance",4.0,50.0,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh,0,1,1,0,0,0,0,0,0,0,0,0,other,
Tamanchey: Pyar Mein Dil Pe Maar De Goli,,113 min,"Crime, Romance",4.4,308.0,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh,0,0,1,0,1,0,0,0,0,0,0,0,other,
Tamanna,,,"Drama, Family",6.2,12.0,Kolli Pratyagatma,Biswajit Chatterjee,Mala Sinha,Shashikala,1,0,0,0,0,0,1,0,0,0,0,0,other,
Tamanna,,127 min,Drama,6.8,302.0,Mahesh Bhatt,Paresh Rawal,Pooja Bhatt,Sharad S. Kapoor,1,0,0,0,0,0,0,0,0,0,0,0,Mahesh Bhatt,
Tamasha,,127 min,Drama,7.6,38.0,Phani Majumdar,Dev Anand,Meena Kumari,Bipin Gupta,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tamasha,,139 min,"Comedy, Drama, Romance",7.3,,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth,1,0,1,1,0,0,0,0,0,0,0,0,other,
Tamboo Mein Bamoo,,,Drama,6.5,13.0,Dil Kumar,Raza Murad,Birbal,Satnam Kaur,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tan-Badan,,115 min,Drama,5.1,37.0,Anand,Govinda,Kushboo,Jyoti Patel,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tangewala,,139 min,"Action, Crime, Drama",5.6,29.0,Naresh Kumar,Rajendra Kumar,Mumtaz,Sujit Kumar,1,1,0,0,1,0,0,0,0,0,0,0,other,
Tangewali,,120 min,"Drama, Family",8.4,5.0,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni,Anita Guha,1,0,0,0,0,0,1,0,0,0,0,0,other,
Tango Charlie,,142 min,"Action, Adventure, Drama",6.0,,Mani Shankar,Ajay Devgn,Bobby Deol,Sanjay Dutt,1,1,0,0,0,0,0,0,1,0,0,0,other,
Tanhaji: The Unsung Warrior,,135 min,"Action, Biography, Drama",7.6,,Om Raut,Ajay Devgn,Saif Ali Khan,Sharad Kelkar,1,1,0,0,0,0,0,0,0,0,0,0,other,
Tank Cleaner,,155 min,Thriller,8.7,20.0,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya,0,0,0,0,0,1,0,0,0,0,0,0,other,
Tansen,,122 min,"Drama, Musical, Romance",7.5,26.0,Jayant Desai,K.L. Saigal,Khurshid Begum,Mubarak,1,0,1,0,0,0,0,1,0,0,0,0,other,
Tanu Weds Manu,,113 min,"Comedy, Drama, Romance",6.8,,Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill,1,0,1,1,0,0,0,0,0,0,0,0,other,
Tanu Weds Manu Returns,,128 min,"Comedy, Drama, Romance",7.6,,Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill,1,0,1,1,0,0,0,0,0,0,0,0,other,
Tapasya,,133 min,"Drama, Family",7.2,48.0,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni,Asrani,1,0,0,0,0,0,1,0,0,0,0,0,other,
Tapish,,144 min,Drama,6.0,20.0,Jayprakkash Shaw,Tara Deshpande,Ellora Patnaik,Parvin Dabas,1,0,0,0,0,0,0,0,0,0,0,0,other,
Taqdeer,,,"Action, Drama, Romance",5.8,88.0,Brij,Mithun Chakraborty,Zeenat Aman,Hema Malini,1,1,1,0,0,0,0,0,0,0,0,0,Brij,
Taqdeer,,108 min,"Drama, Family",6.3,35.0,A. Salaam,Bharat Bhushan,Shalini,Farida Jalal,1,0,0,0,0,0,1,0,0,0,0,0,other,
Taqdeer Ka Badshah,,,"Action, Drama",4.9,18.0,Babbar Subhash,Mithun Chakraborty,Ranjeeta Kaur,Amjad Khan,1,1,0,0,0,0,0,0,0,0,0,0,other,
Taqdeer Ka Sikander,,,Action,5.1,7.0,Surinder Kapoor,Hemant Birje,Chandrashekhar,Dharmendra,0,1,0,0,0,0,0,0,0,0,0,0,other,
Taqdeer Ka Tamasha,,217 min,"Action, Crime, Drama",4.2,40.0,Anand Gaekwad,Jeetendra,Moushumi Chatterjee,Govinda,1,1,0,0,1,0,0,0,0,0,0,0,other,
Taqdeerwala,,162 min,"Action, Comedy, Fantasy",6.5,414.0,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani,0,1,0,1,0,0,0,0,0,0,0,1,other,
Tara Mira,,120 min,Drama,7.3,31.0,Rajiev Dhingra,Ranjit Bawa,Nazia Hussain,Gurpreet Ghuggi,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tara: The Journey of Love and Passion,,110 min,Drama,5.5,43.0,Kumar Raj,Rekha Rana,Rohan Shroff,Ashish Saleem,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tarana,,111 min,"Musical, Romance",6.9,37.0,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Master Bhagwan,0,0,1,0,0,0,0,1,0,0,0,0,other,
Tarana,,,"Drama, Romance",7.1,135.0,Ram Daryani,Madhubala,Dilip Kumar,Shyama,1,0,1,0,0,0,0,0,0,0,0,0,other,
Tarang,,171 min,Drama,6.9,47.0,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tarazu,,144 min,"Action, Crime, Drama",4.5,589.0,Vimal Kumar,Akshay Kumar,Sonali Bendre,Mohnish Bahl,1,1,0,0,1,0,0,0,0,0,0,0,other,
Target,,122 min,Drama,7.6,73.0,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tarkeeb,,136 min,"Action, Crime, Drama",4.6,9.0,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo,1,1,0,0,1,0,0,0,0,0,0,0,Ravikant Nagaich,
Tarkieb,,156 min,"Mystery, Thriller",5.0,233.0,Esmayeel Shroff,Nana Patekar,Tabu,Shilpa Shetty Kundra,0,0,0,0,0,1,0,0,0,1,0,0,other,
Tarpan (The Absolution),,140 min,"Drama, History",7.2,67.0,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tarpan: The Salvation,,104 min,Drama,8.1,31.0,Neelam r Singh,Vandana Asthana,Rahul Chahan,Poonam Ingle,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tarzan 303,,131 min,Action,3.8,6.0,Chandrakant,Chandgiram,Shabnam,K.N. Singh,0,1,0,0,0,0,0,0,0,0,0,0,other,
Tarzan and King Kong,,128 min,"Action, Adventure, Romance",5.6,27.0,A. Shamsheer,Randhawa,Mumtaz,Bela Bose,0,1,1,0,0,0,0,0,1,0,0,0,other,
Tarzan Aur Jadui Chirag,,136 min,Adventure,3.8,9.0,Baboobhai Bhanji,Azaad Irani,Sunita,B.M. Vyas,0,0,0,0,0,0,0,0,1,0,0,0,other,
Tarzan Comes to Delhi,,,"Action, Adventure",6.7,15.0,Kedar Kapoor,Dara Singh,Mumtaz,Master Bhagwan,0,1,0,0,0,0,0,0,1,0,0,0,Kedar Kapoor,
Tarzan's Daughter,,99 min,"Action, Adventure, Musical",4.5,11.0,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad,0,1,0,0,0,0,0,1,1,0,0,0,other,
Tashan,,120 min,"Action, Drama, Romance",3.9,,Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor,1,1,1,0,0,0,0,0,0,0,0,0,other,
Tasveer,,,Action,6.0,8.0,J.B.H. Wadia,Feroz Khan,Rajendranath Malhotra,Nasir Hussain,0,1,0,0,0,0,0,0,0,0,0,0,other,
Tathagatha Buddha The Life & Times of Gautama Buddha,,127 min,"Biography, Drama",6.9,14.0,Sridhar Allani,Sunil Sharma,Parvati Melton,Surendra Pal,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tathastu,,113 min,"Crime, Drama, Thriller",4.4,460.0,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada,1,0,0,0,1,1,0,0,0,0,0,0,other,
Tauba Tauba,,121 min,"Comedy, Drama",2.6,93.0,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,Amin Gazi,1,0,0,1,0,0,0,0,0,0,0,0,T.L.V. Prasad,
Tawai: A Voice from the Forest,,101 min,Documentary,7.4,238.0,Bruce Parry,Mark Ellam,Bruce Parry,Ingrid Lewis,0,0,0,0,0,0,0,0,0,0,0,0,other,
Tawaif,,160 min,"Comedy, Drama, Romance",7.1,104.0,B.R. Chopra,Ashok Kumar,Rishi Kapoor,Rati Agnihotri,1,0,1,1,0,0,0,0,0,0,0,0,other,
Taxi Chor,,103 min,"Crime, Thriller",5.2,20.0,Sushil Vyas,Indira Bansal,Master Bhagwan,Abhi Bhattacharya,0,0,0,0,1,1,0,0,0,0,0,0,other,
Taxi Driver,,133 min,"Musical, Romance",6.9,257.0,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani,0,0,1,0,0,0,0,1,0,0,0,0,other,
Taxi Driver,,118 min,Romance,6.3,30.0,Mohammed Hussain,Ashok Kumar,Nirupa Roy,Bhisham Kohli,0,0,1,0,0,0,0,0,0,0,0,0,other,
Taxi Driver,,,"Comedy, Musical",2.5,16.0,S.M. Raza,Dilawar,Baburao Pahelwan,Sulochana Chatterjee,0,0,0,1,0,0,0,1,0,0,0,0,other,
Taxi No. 9 2 11: Nau Do Gyarah,,116 min,"Comedy, Drama, Thriller",7.3,,Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni,1,0,0,1,0,1,0,0,0,0,0,0,other,
Taxi Taxie,,123 min,"Adventure, Comedy, Drama",6.4,37.0,Irshad,Amol Palekar,Zaheera,Reena Roy,1,0,0,1,0,0,0,0,1,0,0,0,other,
Te3n,,136 min,"Drama, Mystery, Thriller",7.3,,Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan,1,0,0,0,0,1,0,0,0,1,0,0,other,
Team: The Force,,115 min,"Action, Comedy",4.0,68.0,Ajay Chandhok,Sohail Khan,Amrita Arora,Yash Tonk,0,1,0,1,0,0,0,0,0,0,0,0,other,
Teen Bahuraniyan,,160 min,Comedy,6.8,53.0,S.S. Balan,S.S. Vasan,Prithviraj Kapoor,Agha,0,0,0,1,0,0,0,0,0,0,0,0,other,
Teen Batti Char Raasta,,,Drama,7.3,17.0,Shantaram Rajaram Vankudre,Karan Dewan,Lalita Kumari,Leela Mishra,1,0,0,0,0,0,0,0,0,0,0,0,Shantaram Rajaram Vankudre,
Teen Chor,,126 min,"Action, Crime, Drama",5.8,9.0,Dada Mirasi,Vinod Mehra,Sulochana Latkar,Jeevan,1,1,0,0,1,0,0,0,0,0,0,0,other,
Teen Devian,,121 min,"Musical, Romance",6.9,182.0,Amarjeet,Dev Anand,Nanda,Simi Garewal,0,0,1,0,0,0,0,1,0,0,0,0,other,
Teen Ekkey,,,"Action, Comedy, Thriller",3.3,7.0,Joginder Shelly,Kiran Kumar,Romesh Sharma,Joginder Shelly,0,1,0,1,0,1,0,0,0,0,0,0,other,
Teen Patti,,140 min,"Crime, Drama, Thriller",4.1,,Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor,1,0,0,0,1,1,0,0,0,0,0,0,other,
Teen Sardar,,125 min,"Action, Adventure, Drama",6.3,10.0,Radhakant,Randhawa,Azaad Irani,Parveen Choudhary,1,1,0,0,0,0,0,0,1,0,0,0,other,
Teen Sau Din Ke Baad,,158 min,Adventure,6.4,10.0,Sarvottam Badami,Sabita Devi,Motilal,Bibbo,0,0,0,0,0,0,0,0,1,0,0,0,other,
Teen Taal,,120 min,Drama,7.5,27.0,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam,Ravi Shankar Chowdhary,1,0,0,0,0,0,0,0,0,0,0,0,other,
Teen Thay Bhai,,,"Comedy, Drama",4.2,325.0,Mrighdeep Lamba,Om Puri,Deepak Dobriyal,Shreyas Talpade,1,0,0,1,0,0,0,0,0,0,0,0,other,
Teenmoti,,,Action,4.9,11.0,Ajit Dewani,Shakti Kapoor,Rashid Khan,Shabbir Khan,0,1,0,0,0,0,0,0,0,0,0,0,other,
Tees Maar Khan,,135 min,"Comedy, Crime",2.6,,Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna,0,0,0,1,1,0,0,0,0,0,0,0,other,
Teesra Kaun,,127 min,"Action, Crime, Drama",6.3,17.0,Mohammed Hussain,Feroz Khan,Shashikala,Shyam Kumar,1,1,0,0,1,0,0,0,0,0,0,0,other,
Teesra Kaun?,,160 min,"Comedy, Thriller",5.2,133.0,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali,0,0,0,1,0,1,0,0,0,0,0,0,Partho Ghosh,
Teesra Kinara,,,Romance,6.8,14.0,Krishnakant,Raj Babbar,Smita Patil,Anita Raj,0,0,1,0,0,0,0,0,0,0,0,0,other,
Teesri Aankh,,151 min,"Action, Thriller",6.4,73.0,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman,0,1,0,0,0,1,0,0,0,0,0,0,other,
Teesri Aankh: The Hidden Camera,,111 min,"Action, Crime, Thriller",2.6,300.0,Harry Baweja,Sunny Deol,Ameesha Patel,Neha Dhupia,0,1,0,0,1,1,0,0,0,0,0,0,other,
Teesri Kasam,,159 min,"Comedy, Drama, Romance",7.9,746.0,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman,Dulari,1,0,1,1,0,0,0,0,0,0,0,0,other,
Teesri Manzil,,172 min,"Comedy, Musical, Mystery",7.7,,Vijay Anand,Shammi Kapoor,Asha Parekh,Raj Mehra,0,0,0,1,0,0,0,1,0,1,0,0,other,
Tehzeeb,,143 min,Drama,5.9,525.0,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tejaa,,,"Action, Drama",4.5,52.0,Ramesh Puri,Sanjay Dutt,Kimi Katkar,Sonu Walia,1,1,0,0,0,0,0,0,0,0,0,0,other,
Tejasvini,,169 min,"Action, Drama",6.3,89.0,N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj,1,1,0,0,0,0,0,0,0,0,0,0,other,
Tel Malish Boot Polish,,,"Action, Comedy, Crime",3.9,15.0,Romney Dey,Sheikh Mukhtar,Kumkum,Chandrashekhar,0,1,0,1,1,0,0,0,0,0,0,0,other,
Telephone,,116 min,Thriller,6.3,27.0,Shyam Ramsay,Tulsi Ramsay,Shatrughan Sinha,Parveen Babi,0,0,0,0,0,1,0,0,0,0,0,0,Shyam Ramsay,
Tell Me O Kkhuda,,125 min,"Action, Crime, Drama",2.5,351.0,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor,1,1,0,0,1,0,0,0,0,0,0,0,other,
Ten,,152 min,"Action, Crime, Drama",5.5,,Anubhav Sinha,Sanjay Dutt,Sunil Shetty,Abhishek Bachchan,1,1,0,0,1,0,0,0,0,0,0,0,other,
Tennis Buddies,,153 min,Drama,5.4,43.0,Sohail Tatari,Dakshita Patel,Madhu Anand Chandhock,Divya Dutta,1,0,0,0,0,0,0,0,0,0,0,0,other,
Tera Intezaar,,108 min,"Romance, Thriller",1.8,262.0,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh,0,0,1,0,0,1,0,0,0,0,0,0,other,
Tera Jadoo Chal Gayaa,,143 min,"Musical, Romance",3.0,560.0,A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri,0,0,1,0,0,0,0,1,0,0,0,0,other,
Tera Kya Hoga Johnny,,155 min,"Crime, Drama, Thriller",6.0,210.0,Sudhir Mishra,Neil Nitin Mukesh,Sikandar Agarwal,Aditya Bhattacharya,1,0,0,0,1,1,0,0,0,0,0,0,other,
Tera Mera Saath Rahen,,148 min,Drama,4.9,311.0,Mahesh Manjrekar,Ajay Devgn,Sonali Bendre,Namrata Shirodkar,1,0,0,0,0,0,0,0,0,0,0,0,Mahesh Manjrekar,
Tera Mera Tedha Medha,,107 min,Comedy,4.0,9.0,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra,0,0,0,1,0,0,0,0,0,0,0,0,other,
Teraa Surroor,,106 min,"Action, Drama, Romance",2.6,840.0,Shawn Arranha,Himesh Reshammiya,Farah Karimaee,Naseeruddin Shah,1,1,1,0,0,0,0,0,0,0,0,0,other,
Tere Bin Laden,,95 min,"Comedy, Drama",7.2,,Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra,1,0,0,1,0,0,0,0,0,0,0,0,other,
Tere Bin Laden: Dead Or Alive,,104 min,Comedy,4.3,860.0,Abhishek Sharma,Deepak Chandra,Manish Paul,Pradhuman Singh,0,0,0,1,0,0,0,0,0,0,0,0,other,
Tere Bina Kya Jeena,,127 min,Family,5.1,13.0,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen,0,0,0,0,0,0,1,0,0,0,0,0,other,
Tere Ghar Ke Samne,,149 min,"Romance, Musical, Comedy",7.4,394.0,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra,0,0,1,1,0,0,0,1,0,0,0,0,other,
Tere Ishq Nachaya,,122 min,Romance,2.4,8.0,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh,0,0,1,0,0,0,0,0,0,0,0,0,other,
Tere Liye,,138 min,"Drama, Family, Musical",5.3,52.0,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli,1,0,0,0,0,0,1,1,0,0,0,0,other,
Tere Mere Beech Mein,,,"Comedy, Drama, Romance",6.2,20.0,Dada Kondke,Master Bhagwan,Usha Chavan,Amjad Khan,1,0,1,1,0,0,0,0,0,0,0,0,other,
Tere Mere Phere,,120 min,"Comedy, Drama, Romance",5.3,243.0,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai,1,0,1,1,0,0,0,0,0,0,0,0,other,
Tere Mere Sapne,,175 min,"Drama, Romance",7.2,223.0,Vijay Anand,Dev Anand,Mumtaz,Mahesh Kaul,1,0,1,0,0,0,0,0,0,0,0,0,other,
Tere Mere Sapne,,146 min,"Action, Comedy, Drama",6.2,483.0,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill,1,1,0,1,0,0,0,0,0,0,0,0,other,
Tere Naal Love Ho Gaya,,130 min,"Comedy, Drama, Romance",5.8,,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri,1,0,1,1,0,0,0,0,0,0,0,0,other,
Tere Pyaar Mein,,103 min,Musical,5.9,7.0,Subhash Sharma,Mithun Chakraborty,Abha Dhulia,Vijayendra Ghatge,0,0,0,0,0,0,0,1,0,0,0,0,other,
Teree Sang: A Kidult Love Story,,132 min,"Drama, Romance",6.2,589.0,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi,Rajat Kapoor,1,0,1,0,0,0,0,0,0,0,0,0,other,
Teri Baahon Mein,,120 min,Romance,6.1,22.0,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol,0,0,1,0,0,0,0,0,0,0,0,0,other,
Teri Bhabhi Hai Pagle,,125 min,"Action, Comedy",3.1,125.0,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek,0,1,0,1,0,0,0,0,0,0,0,0,other,
Teri Dilli Meri Dili,,73 min,Drama,7.0,10.0,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran,1,0,0,0,0,0,0,0,0,0,0,0,other,
Teri Diwali Meri Christmas,,68 min,"Adventure, Fantasy, Romance",5.7,23.0,Anurag Jha,Anurag Jha,Hemavaishnave,Khushboo Moharkar,0,0,1,0,0,0,0,0,1,0,0,1,other,
