name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
The Himalayan Diaries,,80 min,"Comedy, Romance",8.0,9.0,Anjanikumar Tripathi,Nikita Sharma,Priyanshu Solanki,Mahesh Gahalot
The Holy Fish,,89 min,Drama,7.2,16.0,Sandeep Mishra,Vimal Chandra Pandey,Ashwini Agarwal,Sayyed Iqbal Ahmed
The Holy Wives,,76 min,Documentary,8.0,19.0,Ritesh Sharma,,,
The House Next Door,,137 min,Horror,6.8,,Milind Rau,Prakash Belawadi,Khushi Hajare,Andrea Jeremiah
The Hundred Bucks,,102 min,Drama,6.8,10.0,Dushyant Pratap Singh,Kavita Tripathi,Rajesh Mishra,Dinesh Bawara
The Hundred-Foot Journey,,122 min,"Comedy, Drama",7.3,,Lasse Hallström,Helen Mirren,Om Puri,Manish Dayal
The Hungry,,100 min,Drama,7.2,894.0,Bornila Chatterjee,Naseeruddin Shah,Tisca Chopra,Neeraj Kabi
The Idiotmaker's Gravity Tour,,106 min,"Comedy, Drama",6.4,27.0,Daniel Kremer,William Cully Allen,K.J. Linhein,Alanna Blair
The Impossible Murder,,82 min,Mystery,6.4,34.0,Sareesh Sudhakaran,Hemu Adhikari,Minnakshi Das,Ajay Gatlewar
The Indian Post Graduate,,105 min,Drama,4.2,8.0,Krishna Gopal,Ajay Arya,Shree Radhe Khanduja,
The Jinx,,118 min,Thriller,6.0,12.0,Prince,Kanak Pandey,Rajesh Raja,Aditi Singh
The Journey of Karma,,98 min,Drama,6.6,89.0,Jagbir Dahiya,Shakti Kapoor,Poonam Pandey,Gauri Shankar
The Journey Weekend Night,,122 min,Thriller,6.1,7.0,Shaik Khaja Hussain,Yash Agarwal,Imran Ali,Arti Gaikwad
The Karma Killings,,83 min,"Documentary, Crime, Mystery",6.9,169.0,Ram Devineni,Tushar Prakash,,
The Killer,,117 min,"Action, Crime, Drama",4.7,,Hasnain Hyderabadwala,Raksha Mistry,Irrfan Khan,Emraan Hashmi
The Last Act,,,Thriller,5.0,7.0,Goswami Anurag,Nitin Bhardwaj,Jagannathan Krishnan,Nijo Rohit
The Last Color,,90 min,Drama,7.9,778.0,Vikas Khanna,Anuj Tyagi,Vajid Ali,Ankita
The Last Don,,,Crime,5.3,6.0,Shravan Kumar,Shravankumar Tiwari,Dhwani Gautam,Vikas Gupta
The Last Tale of Kayenaat,,140 min,Thriller,5.9,22.0,Iqbal Baksh,Vani Vashishth,Zeeshan Khan,Aman Sandhu
The Lastbenchers,,147 min,"Biography, Comedy, Drama",7.3,29.0,Prajact Rebeloma,Prajakt Rebeloma,Pooja Bhattad,Shriya Fule
The Legend of Bhagat Singh,,155 min,"Action, Biography, Drama",8.1,,Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh
The Legend of Drona,,138 min,"Action, Adventure, Fantasy",2.0,,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan
The Lift Boy,,107 min,"Comedy, Drama",7.2,,Jonathan Augustin,Moin Khan,Nyla Masood,Sagar Kale
The Light of the World,,124 min,"Drama, Fantasy",6.2,112.0,Ardeshir Irani,Master Vithal,Zubeida,Jillo
The Light: Swami Vivekananda,,117 min,"Biography, History",7.8,10.0,J. Misra,Utpal Sinha,Deep Bhattacharya,Gargi Roy Chowdhury
The Lost Salesman of Delhi,,97 min,"Adventure, Drama, Mystery",7.9,39.0,Deepak Mahajan,Manoj Bakshi,Radha Bhatt,Preet Bhatti
The Lost Tape,,,"Adventure, Horror",4.9,13.0,Rakshit Dahiya,Ankuar Panchal,Esha Rajee,Monali Sehgal
The Lovers,,109 min,"Action, Adventure, Romance",4.6,,Roland Joffé,Josh Hartnett,Bipasha Basu,Tamsin Egerton
The Lunchbox,,104 min,"Drama, Romance",7.8,,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui
The Monster,,132 min,"Comedy, Horror",4.4,252.0,Shyam Ramsay,Tulsi Ramsay,Karan Shah,Archana Puran Singh
The Morning Breeze,,89 min,Drama,7.0,243.0,Saeed Akhtar Mirza,Kaifi Azmi,Mayuri Kango,Seema Kelkar
The Murderer: Hamilton Palace,,108 min,"Action, Mystery",4.0,10.0,Raj N. Sippy,Mimoh Chakraborty,Milind Gunaji,Shakti Kapoor
The Mystic Masseur,,117 min,"Comedy, Drama",5.8,439.0,Ismail Merchant,Om Puri,James Fox,Aasif Mandvi
The Naxalites,,141 min,Drama,6.4,17.0,Khwaja Ahmad Abbas,Jalal Agha,Saleem Christopher Agha,Shehnaz Anand
The New Road,,,"Drama, Romance",6.4,19.0,Khalid Akhtar,Asha Parekh,Jeetendra,Balraj Sahni
The Nincompoops Hindi Movie,,107 min,Comedy,6.8,21.0,Satish Torani,Abhishek Patel,,
The Other End of the Line,,106 min,"Comedy, Drama, Family",6.2,,James Dodson,Jesse Metcalfe,Sara Foster,Anupam Kher
The Other Side of the Door,,96 min,Horror,5.3,,Johannes Roberts,Sarah Wayne Callies,Jeremy Sisto,Sofia Rosinsky
The Past,,120 min,"Drama, Horror",3.5,164.0,Gagan Puri,Sonia Albizuri,Samiksha Bhatt,Yuvraaj Parashar
The Perfect Girl,,97 min,Romance,5.7,123.0,Prakash Nambiar,Teeshay,Tara-Alisha Berry,Shalaka Apte
The Pickup Artist,,111 min,"Crime, Mystery, Thriller",8.7,85.0,Rohit Arora,Saasha Aery,Sidharth Bhardwaj,Anahita Bhooshan
The Power,,154 min,"Action, Crime, Drama",5.7,,Mahesh Manjrekar,Vidyut Jammwal,Shruti Haasan,Salil Ankola
The President Is Coming,,90 min,Comedy,6.8,640.0,Kunaal Roy Kapur,Konkona Sen Sharma,Shernaz Patel,Shivani Tanksale
The Prince of Light,,97 min,"Animation, Drama, Adventure",6.8,84.0,Yûgô Sakô,Bryan Cranston,Edie Mirman,Tom Wyner
The Princess and the Hunter,,164 min,"Action, Adventure",4.5,22.0,Homi Wadia,Fearless Nadia,Sharifa,Gulshan
The Pushkar Lodge,,115 min,Drama,8.6,14.0,Vijay Suthar,Anil Chahar,Sachin Chaudhary,Yashvi Chhabra
The Rally,,130 min,"Action, Drama, Romance",7.3,249.0,Deepak Anand,Mirza,Arshin Mehta,Sachin Chhabra
The Rat Race,,52 min,"Documentary, Drama",6.4,52.0,Miriam Chandy Menacherry,,,
The Reluctant Crime,,113 min,Drama,9.4,16.0,Arvind Pratap,Dharmendra Ahir,Awanish Kotnal,Rakhi Mansha
The Revenge: Geeta Mera Naam,,108 min,Action,2.9,15.0,Dilip Gulati,Dharmendra,Kalyani Thakkar,Durgesh Nandini
The Rise of Kirmada,,68 min,Animation,5.2,14.0,Rajiv Chilaka,,,
The Royal Bengal Tiger,,110 min,Thriller,6.9,793.0,Rajesh Ganguly,Jeet,Abir Chatterjee,Priyanka Sarkar
The Runaways,,,"Action, Comedy, Drama",7.2,261.0,Narendra Bedi,Rishi Kapoor,Neetu Singh,Rajendranath Malhotra
The Savage Princess,,101 min,"Action, Adventure, Drama",7.0,280.0,Mehboob Khan,Dilip Kumar,Nimmi,Prem Nath
The Second Best Exotic Marigold Hotel,,122 min,"Comedy, Drama, Romance",6.6,,John Madden,Judi Dench,Maggie Smith,Bill Nighy
The Seventh Horse of the Sun,,130 min,"Drama, Romance",8.0,814.0,Shyam Benegal,Rajit Kapoor,Raghuvir Yadav,Siraj Ahmed
The Seventh Walk,,72 min,Documentary,7.0,83.0,Amit Dutta,,,
The Shaukeens,,124 min,Comedy,4.9,,Abhishek Sharma,Akshay Kumar,Lisa Haydon,Anupam Kher
The Shepherdess and the Seven Songs,,96 min,Drama,6.7,87.0,Pushpendra Singh,Shahnawaz Bhat,Sadakkit Bijran,Ranjit Khajuria
The Sholay Girl,,106 min,"Action, Biography, Drama",7.7,92.0,Aditya Sarpotdar,Bidita Bag,Chandan Roy Sanyal,Vineet Raina
The Silence,,91 min,Drama,7.3,293.0,Gajendra Ahire,Sonam Arora,Mugdha Chaphekar,Mihiresh Joshi
The Silent Heroes,,115 min,"Adventure, Drama, Family",6.4,64.0,Mahesh Bhatt,Mann Bagga,Gurfareen Bano,Maanuv Bharadwaj
The Skies Have Bowed,,160 min,"Comedy, Romance",6.8,157.0,Lekh Tandon,Rajendra Kumar,Saira Banu,Rajendranath Malhotra
The Sky Is Pink,,143 min,"Drama, Romance",7.6,,Shonali Bose,Priyanka Chopra Jonas,Farhan Akhtar,Zaira Wasim
The Song of Scorpions,,119 min,Drama,5.9,294.0,Anup Singh,Golshifteh Farahani,Irrfan Khan,Waheeda Rehman
The Spectacular Jihad of Taz Rahim,,128 min,"Comedy, Crime, Drama",5.7,19.0,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh
The Square Circle,,107 min,"Drama, Music, Romance",7.2,72.0,Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz
The Stoneman Murders,,95 min,"Crime, Drama, Mystery",7.4,,Manish Gupta,Kay Kay Menon,Arbaaz Khan,Rukhsar Rehman
The Tape,,90 min,Horror,7.1,21.0,Saket S. Behl,Samir Soni,Sonika Chopra,Jaswinder Kaur
The Tashkent Files,,134 min,"Drama, Mystery, Thriller",7.8,,Vivek Agnihotri,Shweta Basu Prasad,Mithun Chakraborty,Naseeruddin Shah
The Test,,,"Comedy, Drama, Romance",6.9,121.0,Bimal Roy,Motilal,Vasant Choudhury,Sadhana
The Thief of Baghdad,,,"Action, Adventure, Drama",6.0,8.0,Shriram Bohra,Dara Singh,Nishi,Helen
The Threshold,,87 min,Drama,7.3,55.0,Pushan Kripalani,Neena Gupta,Rajit Kapoor,Dhanendra Kawde
The Touch,,145 min,"Drama, Romance",8.1,755.0,Sai Paranjape,Shabana Azmi,Naseeruddin Shah,Sudha Chopra
The Train,,138 min,"Action, Crime, Mystery",6.4,155.0,Ravikant Nagaich,Rajesh Khanna,Nanda,Helen
The Train,,133 min,Drama,4.4,133.0,Jayaraaj,Mammootty,Sheena Chohan,Sabitha Jayaraaj
The Train: Some Lines Should Never Be Crossed...,,134 min,"Crime, Drama, Thriller",4.3,,Hasnain Hyderabadwala,Raksha Mistry,Emraan Hashmi,Geeta Basra
The Tree,,99 min,"Drama, Fantasy",5.7,81.0,Manika Sharma,Varsha Agnihotri,Shabana Azmi,Jayati Bhatia
The Truth... Yathharth,,,Drama,5.2,8.0,Rajesh Seth,Raghuvir Yadav,Milind Gunaji,Shraddha Nigam
The Unreserved,,60 min,Documentary,9.0,45.0,Samarth Mahajan,,,
The Unsound,,105 min,Thriller,4.6,24.0,Alok Shrivastav,Shadab Khan,Anurita Jha,Sapna Thakur
The Untitled Kartik Krishnan Project,,75 min,"Drama, Mystery, Sci-Fi",5.7,62.0,Srinivas Sunderrajan,Swara Bhaskar,Vishwesh Krishnamoorthy,Kartik Krishnan
The Villain,,129 min,"Action, Crime, Drama",6.5,,Mohit Suri,Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh
The Violin Player,,72 min,"Drama, Music",6.9,363.0,Bauddhayan Mukherji,Adil Hussain,Ritwick Chakraborty,Nayani Dixit
The Waiting Room,,90 min,"Crime, Drama, Mystery",6.0,99.0,Maneej Premnath,Raj Singh Chaudhary,Raja Chaudhary,Radhika Apte
The Warrior,,86 min,"Adventure, Drama",6.7,,Asif Kapadia,Irrfan Khan,Puru Chibber,Aino Annuddin
The Web of the Witch,,90 min,"Comedy, Family, Fantasy",7.4,,Vishal Bhardwaj,Shabana Azmi,Shweta Basu Prasad,Makrand Deshpande
The White Elephant,,115 min,Mystery,5.2,17.0,Aijaz Khan,Tannishtha Chatterjee,Neena Gupta,Anil Kumar
The White Tiger,,125 min,"Crime, Drama",7.1,,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas
The Wife,,106 min,"Crime, Horror, Romance",4.5,235.0,Sarmad Khan,Gurmeet Choudhary,Shweta Dadhich,Sayani Datta
The Window,,118 min,"Drama, Mystery",7.0,33.0,V.K. Choudhary,Atul Hanwat,Praveen Maheswari,Sayoni Mishra
The Witch hour: Curse of the ring,,,Horror,7.2,9.0,Anjanikumar Tripathi,Nitin Bhatia,Prateek Dubey,Saira Khan
The World of Fashion,,120 min,"Drama, Thriller",6.8,6.0,Sanjay Khandelwal,Ajaz Khan,Reena Ranchandani,Amrita Prakash
The Writer,,107 min,"Crime, Mystery",5.9,15.0,Rajeev Jhaveri,Gemma Atkinson,Victor Banerjee,Gauahar Khan
The Xpose,,113 min,"Mystery, Thriller",3.3,,Ananth Narayan Mahadevan,Himesh Reshammiya,Yo Yo Honey Singh,Irrfan Khan
The Zero Line,,,Thriller,6.5,11.0,Karan Ashar,Siddharth Bhardwaj,Samiksha Bhatt,Jatin Sarna
The Zoo,,125 min,"Crime, Drama, Mystery",7.3,847.0,Satyajit Ray,Uttam Kumar,Kalipada Chakraborty,Nripati Chatterjee
The Zoya Factor,,134 min,"Comedy, Drama, Romance",4.2,,Abhishek Sharma,Sonam Kapoor,Dulquer Salmaan,Sanjay Kapoor
Thee,,160 min,"Action, Crime, Drama",6.6,130.0,R. Krishnamurthy,Rajinikanth,S. Balaji,Showkar Janaki
Thief of Baghdad,,,Adventure,6.6,19.0,Ravikant Nagaich,Shatrughan Sinha,Sulakshana Pandit,Kabir Bedi
Thikana,,138 min,"Crime, Drama",5.5,76.0,Mahesh Bhatt,Smita Patil,Anil Kapoor,Amrita Singh
Thikka,,140 min,"Action, Comedy",4.4,147.0,Sunil K. Reddy,Ajay,Ali,Anand
THIRUMATHI PALANISAMY,,140 min,Drama,4.4,14.0,R. Sundarajan,Sathyaraj,Sukanya,Goundamani
This Weekend,,,Thriller,2.2,11.0,Tinnu Verma,Bianca Desai,Rajniesh Duggall,Arjun Sarja
Thoda Lutf Thoda Ishq,,,"Comedy, Romance",4.1,53.0,Sachin Gupta,Bhavita Anand,Rakesh Bedi,Vijayant Kohli
Thoda Pyaar Thoda Magic,,145 min,"Comedy, Drama, Family",4.9,,Kunal Kohli,Saif Ali Khan,Rani Mukerji,Rishi Kapoor
Thoda Tum Badlo Thoda Hum,,,"Drama, Romance",4.6,19.0,Esmayeel Shroff,Arya Babbar,Shriya Saran,Shoma Anand
Thodasa Roomani Ho Jaayen,,160 min,"Comedy, Drama, Musical",7.0,188.0,Amol Palekar,Anita Kanwar,Nana Patekar,Riju Bajaj
Thodi Life Thoda Magic,,,Drama,3.9,42.0,Aanand L. Rai,Saahil Chadha,Arbaaz Khan,Daya Shankar Pandey
Thodi Thodi Si Manmaaniyan,,135 min,"Drama, Romance",5.9,38.0,Aditya Sarpotdar,Karim Hajee,Mukesh Tiwari,Shilpa Tulaskar
Thodisi Bewafaii,,150 min,Drama,5.9,101.0,Esmayeel Shroff,Rajesh Khanna,Shabana Azmi,Siddharth
Thokar,,140 min,"Drama, Family",7.3,13.0,Lekhraj Bhakri,Shammi Kapoor,Shyama,Ravindra Kapoor
Thokar,,,"Action, Drama, Family",5.6,9.0,Dilip Bose,Baldev Khosa,Alka,Poonam Vaidya
Thoongathey Tambi Thoongathey,,137 min,Drama,6.4,108.0,S.P. Muthuraman,Kamal Haasan,Radha,Goundamani
Three and a Half,,121 min,Drama,6.6,228.0,Dar Gai,Dheer Momaya,Arya Dave,Chandani Grover
Three Atrangi Jai-Veeru-Gabbar,,124 min,Comedy,5.9,7.0,Abhishek Utkarsh Deokar,Bonnie Juneja,Manoj Sharma,Gurdev Bhullar
"Three: Love, Lies, Betrayal",,121 min,"Drama, Mystery, Thriller",5.8,68.0,Vishal Pandya,Aashish Chaudhary,Akshay Kapoor,Nausheen Ali Sardar
Thriyathri,,,Drama,7.6,23.0,Parvati Menon,Dara Singh,Mohan Bhandari,Utpal Dutt
Through the Eyelashes,,135 min,"Drama, Family, Romance",7.1,378.0,Hiren Nag,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri
Thugs of Hindostan,,164 min,"Action, Adventure",4.1,,Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan,Katrina Kaif
Thulasi,,,Action,5.4,419.0,Boyapati Srinu,Venkatesh Daggubati,Nayanthara,Ramya Krishnan
Thunaivan,,155 min,nan,4.8,8.0,M.A. Thirumugham,V. Gopalakrishnan,Showkar Janaki,Nagesh
Tiger,,130 min,Action,6.4,45.0,Sartaj Singh Pannu,Sippy Gill,Ihana Dhillon,Yograj Singh
Tiger Zinda Hai,,161 min,"Action, Adventure, Thriller",5.9,,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Anupriya Goenka
Tigers,,94 min,Drama,7.3,,Danis Tanovic,Emraan Hashmi,Geetanjali Thapa,Danny Huston
Tikli and Laxmi Bomb,,151 min,Drama,7.9,,Aditya Kripalani,Chitrangada Chakraborty,Vibhawari Deshpande,Saharsh Kumar Shukla
Tilak,,,Action,5.6,7.0,Yash Chouhan,Shilpa Shirodkar,Siddharth,Poonam Jhawer
Time Out,,98 min,"Drama, Family, Music",5.9,338.0,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma
Time Pass,,88 min,Romance,4.1,35.0,Chander Mishra,Sherlyn Chopra,Tanaaz Currim Irani,Adi Irani
Time to Dance,,113 min,"Musical, Romance",1.8,730.0,Stanley D'Costa,Sooraj Pancholi,Isabelle Kaif,Waluscha De Sousa
Time To Retaliate: MASOOM,,113 min,Crime,5.4,19.0,Kumaar Aadarsh,Alia Khan Dar,Ritesh Raghuvanshi,Vriddhi Patwa
Tinku,,135 min,Drama,6.3,22.0,Kalpataru,Tinku,Rajesh Khanna,Vinod Mehra
Tipu Sultan,,,Action,3.2,12.0,Anita Guha,Paidi Jairaj,,
Tirangaa,,168 min,"Action, Drama, Thriller",6.9,,Mehul Kumar,Raaj Kumar,Nana Patekar,Deepak Shirke
Tirchhi Topiwale,,144 min,"Comedy, Drama, Musical",5.0,53.0,Nadeem Khan,Inder Kumar,Chunky Panday,Monica Bedi
Tishnagi,,136 min,"Romance, Thriller",4.1,27.0,Sameer Khan,Shrivastava Anushka,Israil Khan,Sarthak Pradhan
Titli,,116 min,"Action, Crime, Drama",7.6,,Kanu Behl,Shashank Arora,Ranvir Shorey,Shivani Raghuvanshi
Titoo MBA,,111 min,"Comedy, Romance",4.3,100.0,Amit Singh,Vats Amit,Nishant Dahiya,Pragya Jaiswal
To B or Not to B,,113 min,"Drama, Family, Thriller",6.7,10.0,Vierendrra Lalit,Rahul Roy,Vivek Srivastav,Akansha Shivhare
To Fall in Love,,159 min,"Comedy, Drama, Musical",4.4,,K. Muralimohana Rao,Kashmira Shah,Salman Khan,Jackie Shroff
Toba Tek Singh,,75 min,"Drama, History",6.9,118.0,Ketan Mehta,Pankaj Kapur,Vinay Pathak,N.K. Pant
Toh Baat Pakki!,,122 min,"Comedy, Drama",5.1,374.0,Kedar Shinde,Tabu,Sharman Joshi,Yuvika Chaudhary
Tohfa,,159 min,"Drama, Romance",5.2,121.0,K. Raghavendra Rao,Jeetendra,Jaya Prada,Sridevi
Tohfa Mohabbat Ka,,150 min,"Drama, Romance",5.5,30.0,Ram Govind,Preeti Ganguli,Ram Govind,Govinda
Toilet: A Love Story,,155 min,"Comedy, Drama",7.2,,Shree Narayan Singh,Anupam Kher,Akshay Kumar,Bhumi Pednekar
"Tom, Dick, and Harry",,137 min,"Action, Comedy, Romance",3.2,557.0,Deepak Tijori,Rakesh Bedi,Bobby Darling,Avtar Gill
Tomorrow We Disappear,,80 min,"Documentary, Drama",8.0,80.0,Jim Goldblum,Adam M. Weber,,
Tony: My Mentor the Serial Killer,,124 min,Thriller,7.9,485.0,Vipul K. Rawal,Mahesh Jilowa,Yashodhan Rana,Manoj Chandila
Toofan,,174 min,"Action, Crime",4.9,719.0,Ketan Desai,Amitabh Bachchan,Meenakshi Sheshadri,Amrita Singh
Toofan,,138 min,"Action, Adventure",5.7,34.0,Kedar Kapoor,Vikram Makandar,Priyadarshini,Jagdeep
Toofan Aur Deeya,,,"Drama, Family",6.7,59.0,Prabhat Kumar,Satish Vyas,Nanda,Rajendra Kumar
Toofani Tarzan,,112 min,Adventure,3.4,11.0,Homi Wadia,John Cawas,Gulshan,Boman Shroff
Toonpur Ka Superrhero,,95 min,"Animation, Action, Adventure",4.2,746.0,Kireet Khurana,Ajay Devgn,Kajol,Ameya Pandya
Toote Khilone,,136 min,Drama,5.7,12.0,Ketan Anand,Shekhar Kapur,Shabana Azmi,Urmila Bhatt
Top Hero,,,Drama,6.0,64.0,S.V. Krishna Reddy,Nandamuri Balakrishna,Ali,Mahesh Anand
Tope,,87 min,Drama,5.4,34.0,Buddhadev Dasgupta,Krishnendu Adhikari,Biswarup Biswas,Ananya Chatterjee
Topless,,112 min,"Drama, Romance",2.6,11.0,Nabh Kumar 'Raju',K. Gauri,Tarun Khanna,Shweta Menon
Torbaaz,,133 min,"Action, Drama, Sport",6.8,,Girish Malik,Sanjay Dutt,Nargis Fakhri,Rahul Dev
Toss: A Flip of Destiny,,,"Crime, Drama, Thriller",5.8,11.0,Ramesh Khatkar,Rannvijay Singh,Prashant Raj,Ashmit Patel
Total Dhamaal,,130 min,"Action, Adventure, Comedy",4.2,,Indra Kumar,Ajay Devgn,Anil Kapoor,Madhuri Dixit
Total Siyapaa,,108 min,"Comedy, Drama, Romance",5.0,,Eeshwar Nivas,Ali Zafar,Yami Gautam,Anupam Kher
Tottaa Pataaka Item Maal,,107 min,Drama,7.6,,Aditya Kripalani,Ahmareen Anjum,Chitrangada Chakraborty,Sonal Joshi
Touhean,,135 min,"Drama, Family",6.3,9.0,Madan Joshi,Raj Babbar,Dimple Kapadia,Padmini Kolhapure
Tower House,,,"Drama, Horror, Thriller",5.2,25.0,Nisar Ahmad Ansari,Ajit,Shakila,Nisar Ahmad Ansari
Traffic,,104 min,"Adventure, Drama, Thriller",6.7,,Rajesh Pillai,Manoj Bajpayee,Jimmy Sheirgill,Divya Dutta
Traffic Signal,,130 min,Drama,6.5,,Madhur Bhandarkar,Kunal Khemu,Neetu Chandra,Upendra Limaye
Train Chaar Baje Ki Hai,,57 min,Documentary,8.0,16.0,Antariksh Jain,,,
Train Station,,97 min,"Crime, Drama, Mystery",5.6,144.0,Xavier Agudo,Tony Pietra Arjuna,Ryan Bajornas,Surya Balakrishnan
Train to Pakistan,,111 min,"Drama, War",6.7,245.0,Pamela Rooks,Mohan Agashe,Nirmal Pandey,Rajit Kapoor
Trapped,,105 min,"Drama, Thriller",7.6,,Vikramaditya Motwane,Rajkummar Rao,Geetanjali Thapa,Shiladitya Sen
Trapped in Tradition: Rivaaz,,107 min,"Crime, Drama, Thriller",5.3,89.0,Ashok Nanda,Deepti Naval,Vijay Raaz,Meghna Naidu
Tribhanga,,95 min,"Drama, Family",6.1,,Renuka Shahane,Kajol,Tanvi Azmi,Mithila Palkar
Tridev,,173 min,"Action, Crime, Drama",6.3,,Rajiv Rai,Sunny Deol,Naseeruddin Shah,Jackie Shroff
"Trikal (Past, Present, Future)",,137 min,Drama,7.0,255.0,Shyam Benegal,Leela Naidu,Neena Gupta,Anita Kanwar
Trikon Ka Chautha Kon,,,"Drama, Family",6.5,11.0,Madhusudan,Vijayendra Ghatge,Priyadarshini,Swaroop Sampat
Trilok Sundari,,,nan,8.4,31.0,Singeetam Srinivasa Rao,Mohan Babu,Pandharibai,Madhavi
Trimurti,,,"Crime, Drama",6.0,20.0,Rajendra Bhatia,Sanjay Khan,Parveen Babi,Rakesh Roshan
Trimurti: Bond of Three,,187 min,"Action, Drama",4.8,,Mukul Anand,Jackie Shroff,Anil Kapoor,Shah Rukh Khan
Trinetra,,157 min,Action,5.1,75.0,Harry Baweja,Mahesh Anand,Arun Bakshi,Laxmikant Berde
Trip to Bhangarh: Asia's Most Haunted Place,,113 min,"Horror, Thriller",2.4,266.0,Jitendra Pawar,Manish Chaudhary,Suzanna Mukherjee,Piyush Raina
Trishagni,,114 min,Drama,7.3,63.0,Nabendu Ghosh,Nana Patekar,Pallavi Joshi,Alok Nath
Trishakti,,,"Action, Crime, Drama",4.3,20.0,Madhur Bhandarkar,Sadashiv Amrapurkar,Milind Gunaji,Jatin Kanakia
Trishna,,127 min,Drama,7.2,48.0,Anil Ganguly,Shashi Kapoor,Sanjeev Kumar,Rakhee Gulzar
Trishna,,117 min,Drama,6.0,,Michael Winterbottom,Freida Pinto,Riz Ahmed,Mita Vashisht
Trishul,,167 min,"Action, Drama, Musical",7.7,,Yash Chopra,Amitabh Bachchan,Sanjeev Kumar,Shashi Kapoor
Triveni,,131 min,"Crime, Drama, Mystery",5.2,6.0,Rajan Thakur,Rati Agnihotri,Raj Babbar,Urmila Bhatt
Triyacharitra,,120 min,Drama,7.3,73.0,Basu Chatterjee,Rajeshwari Sachdev,S.M. Zaheer,Mansi Upadhyay
Trump Card,,,"Action, Drama, Mystery",3.0,20.0,Arshad Khan,Vikrum Kumar,Haidar Ali,Urvashi Chaudhary
Tryst with Destiny,,96 min,Drama,8.0,13.0,Prashant Nair,Suhasini,Vineet Kumar Singh,Jaideep Ahlawat
Tu Bal Bramhachari Main Hoon Kanya Kunwari,,,Drama,4.7,6.0,Bhupeshwar Tyagi,Sadashiv Amrapurkar,Laxmikant Berde,Inder Labana
Tu Chor Main Sipahi,,153 min,"Action, Comedy, Drama",5.2,,Guddu Dhanoa,Akshay Kumar,Saif Ali Khan,Tabu
Tu Hi Meri Zindagi,,,Drama,6.0,7.0,Rono Mukherjee,Deb Mukherjee,Nivedita,Salome
Tu Nagin Main Sapera,,,Action,4.3,9.0,V. Menon,Sonika Gill,Goga Kapoor,Anupam Kher
Tu Nahin Aur Sahi,,,"Drama, Romance",5.4,8.0,Brij,Pradeep Kumar,Kumkum,Nishi
Tubelight,,136 min,"Drama, War",3.8,,Kabir Khan,Salman Khan,Sohail Khan,Om Puri
Tuesdays and Fridays,,106 min,"Comedy, Musical, Romance",4.5,574.0,Taranveer Singh,Anmol Dhillon,Jhataleka Malhotra,Niki Walia
Tujhe Meri Kasam,,155 min,Romance,6.4,370.0,Vijay K. Bhaskar,Riteish Deshmukh,Genelia D'Souza,Shakti Kapoor
Tujhe Nahin Chhodunga,,,Action,4.7,6.0,Iqbal Khan,Shekhar Suman,Zeenat Aman,Akbar Khan
Tujhse He Raabta,,88 min,"Drama, Romance",6.2,11.0,Nivedita Basu,Sara Khan,Yasir Shah,Zara Barring
Tukkaa Fitt,,,Drama,6.5,13.0,Shawn Arranha,Mimoh Chakraborty,Kurush Deboo,Vaishali Desai
Tulsi,,,nan,6.3,9.0,Gunjal,Shalini,Trilok Kapoor,Shrinavas
Tulsi Vivah,,162 min,"Adventure, Fantasy",6.6,18.0,Chandrakant,Abhi Bhattacharya,Jayshree Gadkar,Geetanjali
Tulsi: Mathrudevobhava,,134 min,Drama,6.0,83.0,Ajay Kumar,Manisha Koirala,Irrfan Khan,Sadashiv Amrapurkar
Tulsidas,,,"Drama, History, Romance",6.6,14.0,Harsukh Jagneshwar Bhatt,Bhalchandra Shukla,Mahipal,Shyama
Tum Bin 2,,147 min,"Drama, Romance",4.8,,Anubhav Sinha,Peter Pedrero,Neha Sharma,Aditya Seal
Tum Bin...: Love Will Find a Way,,158 min,"Drama, Romance",7.5,,Anubhav Sinha,Priyanshu Chatterjee,Himanshu Malik,Sandali Sinha
Tum Haseen Main Jawan,,148 min,"Comedy, Romance",7.0,87.0,Bhappi Sonie,Dharmendra,Hema Malini,Rajendranath Malhotra
Tum Hi To Ho...,,,"Drama, Mystery, Thriller",3.9,10.0,Sanjay Goel,Vipinno,Madhavi Sharma,Sarvar Ahuja
Tum Ho Yaara,,135 min,Drama,3.9,24.0,Dr. Jay,Natty Kumar,Ganesh Venkatraman,Kalpana Pandit
Tum Jiyo Hazaron Saal,,,Romance,5.3,6.0,Ramesh Puri,Mohnish Bahl,Beena Banerjee,Dinesh Hingoo
